bedrooms,bathrooms,floors,price
4,2.5,2,870000
3,1.75,1,380000
2,1,1,265000
2,1,1.5,645500
3,2,2,570000
4,2.5,1,1.20E+06
2,1,1.5,605000
3,1,1,199500
2,1,1,445000
4,1.75,1,495000
4,1.75,2,594000
3,1.75,1,465000
2,1,1,160000
4,2.5,2,340000
4,2,1,870000
3,1.5,1,249000
4,2.25,2,500000
3,1.5,2,220000
5,1.75,1,368500
4,2.25,1,439950
3,1.75,1,179900
4,2.5,2,490000
4,1.75,1,425000
4,2.5,2,533300
4,2,2,447500
5,2.75,2,768000
3,1.75,1.5,285000
3,1.75,1,336900
4,1.5,2,415000
3,2.25,2,500000
4,2.5,2,337000
4,2.5,2,419950
4,2.75,2,290000
2,1.75,1,349950
3,1.5,1,330000
4,2.25,1,965000
3,2.5,2,515000
4,2.5,2,665000
3,1.75,1.5,265000
3,2,1,545400
4,3,2,350000
2,1.5,2,260000
3,3.25,2,2.51E+06
3,2,1.5,355000
3,3,1.5,879000
4,3.5,2,833000
2,1,1,261590
3,3,2,512500
2,1.75,1,600000
5,3,1,417500
5,3,2,970000
3,2.25,2,316000
4,3,1,397500
3,2.5,1,1.35E+06
4,2.5,2,840000
2,1,1,270000
4,2.5,2,312900
2,1,1.5,325000
3,1.75,1,680000
4,2.5,2,763000
1,1,1.5,375000
3,2.5,2,475000
2,2.5,2,219000
3,2.25,1,415000
2,1,1,90000
2,1,1,220000
3,2,1,616000
2,1,1,269500
2,1,1,395350
4,3,1,770000
4,2.5,2,840000
2,1,1,428950
4,3.75,2,800000
4,1,1.5,401000
4,2,1,303697
3,1,1,355000
2,1,1,350000
4,2.5,2,754999
3,1.75,2,982218
3,2,1,406500
4,3.25,2,1.65E+06
2,1.75,1,565000
2,1,1,160000
3,1,1,220000
5,4.25,2,1.28E+06
5,2.75,2,970000
3,1,1,115000
3,1,1,124000
3,1,1,157000
3,1,1,183000
4,2.5,2,527000
4,2,2,407193
4,2.75,2,970000
4,2.5,2,535000
3,2,1,245000
3,1.75,1,337000
3,2,1,630000
3,1.75,1,320000
3,1,1.5,228500
3,2.5,2,293000
3,1,1,447000
3,1.75,1,226500
3,2.25,1,436000
3,2.5,2,451000
3,1,2,315000
2,1,1,450000
3,1.5,1,635000
2,1,1,292500
3,2.5,2,329900
2,1.5,1.5,531000
3,1.75,1,725000
3,2.5,1,355300
3,2.5,2,280000
4,2.75,2,1.10E+06
4,2,2,605004
2,1,1,260000
4,2.5,2,748000
2,2,1,776000
4,1,1.5,425000
4,1,1.5,230000
3,1.75,1,418000
4,2.5,2,440000
5,2.75,2,858450
3,2,1,390000
4,3,2,957000
3,1,1,507000
2,1,1.5,575000
3,1.75,1.5,700000
2,1.5,2,239950
3,1,1,253000
4,1,1.5,540000
3,4,3,1.55E+06
4,2.5,2,805000
4,3.25,1.5,920000
3,2.5,2,496600
3,2.25,1,246000
5,3,1,350000
3,2,1.5,585000
3,1.75,1,450000
3,2.5,2,746000
3,2.5,2,598555
3,2.5,1,820000
3,2.25,1,266500
2,1,1,370000
3,2.75,2.5,625000
4,2,1,243500
2,1,1,340000
5,3,1,559950
3,2.75,1,315000
3,2.5,2,753000
3,3,2,800000
3,2.25,1.5,550000
3,2,1,465000
3,2.25,2,465000
4,2.25,2,710000
3,2.5,2,505000
3,1.75,2,690000
2,2,1,217500
2,1,1,500000
2,2,1,325000
4,2.25,2,500000
3,3.25,2,721500
3,1.5,1.5,924000
6,4.5,1,2.01E+06
2,1.5,2,345000
4,3.5,2,825000
3,2,1,560000
3,2,1,599000
3,1.5,1,211000
4,2.25,1,425000
4,2.75,1,750000
3,2.5,2,479000
4,2.5,2,612500
5,1.75,2,605000
4,2.5,2,1.36E+06
3,2.5,1,389900
4,2.5,2,710000
3,2.5,2,295000
3,2.25,2,275250
4,2.5,2,250000
3,2,1,709000
4,1.75,1.5,399500
3,2.5,2,225000
3,2.5,2,500000
3,3,2,364900
3,1.5,1,356000
3,1.5,1.5,616750
3,2.75,2,755000
2,1,1,327500
3,2.25,2,605000
4,1.5,1,179950
5,2.75,2,633000
4,2,1,349950
3,2.75,1,1.08E+06
3,2.5,2,425000
3,2.75,2,990000
3,1,2,410000
3,2.25,2,590000
3,1.75,1,242000
3,2,1,775000
4,1.5,1,680000
3,2.5,2,217000
3,2.5,2,395000
3,2.25,1,572500
5,3,1,559900
3,2,1.5,845000
3,2,1,241000
3,2.25,2,1.33E+06
3,1.75,1.5,475000
2,1.5,2,575000
4,2.75,1,455000
3,2.5,1,839000
4,1.5,1,475000
2,1,1,600000
2,1,1,515000
3,2.25,1,425000
4,2,1.5,565000
2,2,1,498000
4,3,2,739000
2,1.75,1,355000
3,1.75,1,263000
4,1.75,1.5,375000
3,1.75,1,322000
2,1,1,325000
2,1,1,290000
4,2.5,2,809950
3,3.25,2,969500
4,2.5,2,665000
5,3.5,2,635000
3,2.25,2,272450
4,1.75,1,427000
3,1,1,261500
4,2.25,1,488800
2,1,1,340000
4,3,2,398950
3,1,1,217000
4,2.5,1,799000
4,1,1,160000
3,1,1,447000
3,1.75,1,765000
4,3.5,2,1.32E+06
4,2.5,2,445000
3,1,1,310000
2,1.75,1,380000
4,1,1,325000
4,2.75,1,345000
3,1,1.5,300000
4,1.75,1,530000
4,1.75,1,583500
2,1,1,410000
2,1.5,1,535000
4,3.25,1.5,2.05E+06
4,2.5,2,345000
5,1,1.5,539000
4,2.5,1,590000
2,1.75,1,187000
3,2,1,270000
2,1,1,546000
3,1.75,2,520000
5,2,1.5,515000
3,2.5,1.5,990000
2,1,1,382000
3,1.75,1,1.21E+06
4,3.5,2,900000
3,2.75,1.5,675000
2,1,1,460000
2,1,1,234000
3,1,1,399000
3,1.5,1,253500
3,1.5,1,475000
5,3.5,2,740000
3,2.5,2,799000
4,2.5,2,390000
2,1.5,1,421000
3,2.5,2,296500
4,2,1.5,895000
4,2.5,2,386000
3,1,1,424000
3,1,1.5,749000
3,1,1.5,523000
4,2.5,2,389000
4,1.5,1,270000
3,1,1,275000
4,2.5,1,287500
2,2.5,2.5,345000
2,1,1,427000
4,1.75,1,508450
3,2,1.5,705000
1,1.5,1.5,550000
3,1.5,1,380000
3,2.5,2,539900
2,1,1,330000
2,1,1,455000
4,4,2,510000
3,2,1,315000
3,1,1,206000
4,3,1,592500
3,2.5,2,744000
3,2.5,2,334500
4,2,1.5,886000
4,2.5,1,600000
3,2,1,850000
3,1.75,1,550000
2,1,1,184900
3,1.5,1,245000
2,1,1,370000
4,2.5,1,480000
3,1.75,2,579000
3,1.5,1,339275
3,2.75,1,425000
3,1.75,1,170000
4,2.5,2,950000
4,2.5,1,623000
3,2.5,3,477000
3,1,1,330000
3,2.25,2,600000
3,2,1,570000
4,2.5,2,515000
4,2.25,1,805000
4,2.5,2,555000
3,2.25,2,245000
4,2.5,1,638150
4,4.5,2,1.65E+06
4,2.5,1,269950
3,1.5,1,195000
2,1,1,159100
3,1,1,550000
2,1,1,299000
4,3.5,2,1.38E+06
2,1,1,249500
4,1,1.5,700000
4,1,1.5,275000
3,2.25,1,565000
4,1.75,1,425000
4,1.75,1,620047
3,2.25,1,480000
3,2.25,1,515000
4,2.5,2,420000
5,3.25,1,610000
4,1.5,1,849000
3,1.75,2,718000
3,2.25,1,295000
5,1.75,1,871000
3,3.75,1,430000
4,2.5,1,440000
2,1,1,405000
3,2,1,340000
4,2.5,2,675000
3,1,1,480000
5,2,1,362500
3,2.5,2,752888
4,1.75,1,255000
1,1.75,1,283700
4,2.5,2,335000
3,1.75,1,285000
4,2.25,1.5,278000
5,2.5,1.5,731000
3,1.5,1,335000
3,1.75,1,334200
6,1,1.5,642000
4,1.75,1.5,540000
3,2.5,1,299000
3,1.75,1,560000
5,2.75,1.5,852000
2,1,1,306000
3,1.75,1,440000
4,1,1,517000
2,1,1,379000
2,1,1,360000
4,1.5,1.5,645000
2,1,1,217000
2,1,1,255000
3,2.5,2,625000
3,1.75,1,680000
3,1.75,1,440000
5,2.25,2,615000
3,1,2,239000
3,2.5,1,462500
4,2,1.5,619400
6,2.75,2,975000
2,1,1,330000
4,3.25,2,985000
2,1,1,430000
4,5.25,2,2.46E+06
3,2,2,778000
3,2,1,219000
4,2.5,1.5,1.60E+06
4,2.25,1,715000
4,2.5,2,950000
2,1,1,425000
3,1,1,239000
1,1,1.5,310000
2,1,1,400000
2,1.75,2,428000
3,1,1.5,600000
4,4,2,415000
2,1,1,401000
3,1.75,1,292000
3,2.25,1,291750
3,1.75,1,227000
3,2.25,1,675000
3,2.25,2,397500
2,1.5,2,206000
3,3.5,3,1.19E+06
4,1.75,1,360000
4,2.5,2,427500
2,1,1,115000
3,1.5,1,559000
4,1,1.5,420000
4,1.75,1,550000
2,1,1,282150
3,1,1,260000
3,2.5,2,428000
3,3.25,3,319950
3,2,1,1.35E+06
2,1,1,552000
4,2.75,1.5,637000
4,1.75,1,213000
3,1,1,215000
3,1.75,1,590000
4,2.5,2,390000
4,2.25,1,287000
5,2.75,2,580000
3,2,1,424000
4,2.5,2,610000
4,3.25,1,1.32E+06
4,3,1,623500
2,1,1,260000
3,2.5,3,906000
3,2,1,330000
2,1,1,275000
3,1,1,290000
2,1,1,599950
4,3,2,550000
3,1.75,1,289000
4,2.75,1,411000
3,3.25,1,826000
4,2,2,400000
3,2.5,2,342000
2,1.75,1,475000
4,3.5,2,1.21E+06
4,3,1,455000
4,3,1,850000
3,1,1,185000
6,3.25,1,850000
4,1.75,1,239900
5,3.75,2,765000
3,1.75,1,437000
3,1.5,1,240000
2,1,1,395000
3,1,1,320000
3,1.75,1,525000
3,3,2,260000
3,2.75,1,450000
4,2.5,2,560000
5,3,1,310000
3,2.5,2,440000
4,1,1,458450
3,1,1.5,200000
3,2.25,2,430000
3,1,1,360000
4,2.5,1,311000
3,3.25,3,615000
3,1.75,2,575000
4,3.75,1.5,2.03E+06
3,1.75,1,430000
3,1.5,1,400000
3,1.75,1,340000
1,0.75,1,351000
4,2.5,2,440000
4,2.5,2,298000
4,1.75,1,300000
3,2.25,2,310000
4,2.5,2,500000
3,1,1.5,399900
3,2.5,2,343000
2,2.25,2,415000
3,2.5,2,410000
2,1,1,320000
5,3,2.5,1.99E+06
2,1,1,253000
3,2.5,2,630000
2,1,1,216000
3,2.5,1,540000
3,1.5,1.5,212000
3,2.75,1,300000
3,2.5,3,969950
3,1,1,715000
5,2.75,2,1.32E+06
4,2.75,1,1.44E+06
3,1,1,305000
3,4,2,458000
3,1.75,1,275000
3,2.75,2,550000
3,3.25,3,742000
3,1,2,700000
4,3,1,640000
3,0.75,1,352000
3,1,1,301500
4,2.5,1,630000
3,2.5,2,340000
4,1.75,1,477500
3,2.5,1,285000
3,2.75,1,255000
3,2.5,2,315000
6,3,1,830000
3,2.25,3,539950
3,2.25,2,980000
4,2.5,2,735000
5,2.25,1,536000
3,2,1.5,575000
2,1,1,500000
4,1.75,1,285500
4,2.75,1,498000
2,1,1,412000
4,2.5,1,607000
3,1,1,199000
4,2.75,1,492500
4,2.5,2,585000
3,2.5,2,326995
4,2.25,1,372500
2,0.75,1,528000
3,1.5,1,400000
4,2.5,2,344000
4,3,2,409950
3,2,1,625000
3,1.75,1,304950
2,2,1,381500
3,1.75,1,215000
5,1.75,2,345000
3,0.75,2,363000
3,1,1.5,240000
2,2,1,548050
2,1,1,314000
4,2.5,2,800000
5,1.75,2,400000
1,1,1,247000
2,1.75,1,540000
4,2.5,2,410000
3,1.75,1,525000
4,2.5,2,820000
4,2.25,1.5,1.25E+06
2,1,1,244000
1,1,1,275000
2,1.75,1,577000
5,2.5,1,446950
3,2.5,2,457000
4,1.5,1.5,320000
3,1.5,1,210000
4,2.5,1,220000
3,2,1,589000
4,2,1,435000
3,1,1,375000
4,3.5,2,1.74E+06
2,1.75,1,545000
3,2.25,2,970000
2,1.75,1,705000
5,3.25,2,915557
4,1.5,1.5,259000
2,2.25,2,1.70E+06
3,1.75,1,427000
2,1,1,390000
3,2.5,2,363000
4,2.5,1.5,612000
4,1.75,1,380000
4,3,1,230000
3,1.75,1.5,580000
3,1,2,770000
4,2,1,207200
3,2,1,525000
3,2.5,1,925000
4,2.25,2,883000
4,2.5,2,455000
3,2.5,2,343500
2,1,1,244000
3,1.75,1,397000
2,1,1,180500
3,2.75,1,310000
4,2.5,2,315000
3,1,1,718000
3,1.75,1,279950
3,2.5,1,689000
4,2.5,2,828000
2,1,1,150000
3,1.75,1,505400
5,3.25,2,1.68E+06
3,1,1,217450
4,2.5,2,677000
2,2.5,1,361000
3,2.5,2,620000
3,2.25,1,176000
3,1,1,330000
3,2.5,1,290000
4,2.5,2,711000
3,1.75,2,295000
5,3.25,2,1.10E+06
3,2,1,257500
4,1,1.5,240000
4,2.5,2,645000
2,1.75,1,499000
3,1,1.5,321000
3,2.5,3,449000
3,2.5,1,515000
4,1.5,1,456000
3,3.75,2,865000
4,2.5,2,515500
4,2.5,2,576925
3,1.75,1,243000
3,2,1,253400
3,2.5,2,292000
3,2.5,1,271500
2,2.5,1,765000
3,3.25,2,375000
3,2,1,382880
3,2.5,1,852500
3,1.5,1,475000
3,1.75,1,462000
3,1.75,1,762400
4,1.5,1,330000
3,2.25,1,473000
3,1.5,1,550000
3,2.25,1,449500
4,2.75,2,744000
4,2,1,700000
4,2.5,1.5,511100
3,2.5,2,317950
3,2.5,2,542950
3,1.75,1,490000
4,3.5,2,760000
3,2.25,1,475000
5,4.5,2,1.70E+06
3,2.75,2,435000
3,2.5,2,399000
3,2,1,627000
4,2.5,1.5,346500
3,1.5,1,412000
4,2.5,2,845000
3,1.75,1,373000
4,2.25,2,725000
6,2.5,1,376000
3,1,1.5,552500
5,2,1.5,365000
4,2.5,2,700000
4,2.25,1,315000
4,2,1,262500
3,2.25,2,660000
4,2.5,2,340000
5,2.5,1.5,660500
1,1,1,280000
1,1,1,267000
2,1,1.5,230000
3,2.25,2,417000
3,1,1,252000
5,1.75,1.5,791000
1,1,1,415000
3,1.75,1,339000
3,1,1,158000
3,1,1,535000
3,1,1,818900
4,2,1,550000
2,1,1,240000
3,3.25,2,590000
3,1.5,1,369300
4,2.5,1,510000
3,2.5,2,542500
3,1,1,262500
6,3,1,900000
4,3.5,2,1.10E+06
3,1.75,1,368000
4,3.5,2.5,825000
3,2,1,343500
4,1,1,273500
3,2.5,2,1.00E+06
5,3,1.5,770000
3,2,1.5,400000
3,1,1,225000
4,1,1,345000
3,2.5,2,450000
2,1,1,334850
5,3,1,605000
5,3.5,2,760000
2,1.5,1.5,390000
3,2.5,2,488000
3,3.25,1,3.30E+06
5,4.5,2,1.06E+06
3,2,2,608000
3,2.25,2,1.39E+06
2,1,1,299950
3,3.25,2,818000
3,2.5,1,355000
5,3.25,2,1.86E+06
3,3.25,3,660000
3,2.25,1,2.37E+06
4,2.5,2,1.21E+06
3,2.5,2,255950
3,1.5,1,475000
4,1.75,1,362950
3,1.75,1,452000
3,1.75,1,315000
3,2.5,2,330950
5,2.25,2,535000
4,2.25,1.5,479000
3,2.5,3,340000
4,2,1,312000
3,2.25,2,305000
3,2.5,2,270000
3,2.5,2,529999
2,1,1,587100
3,2,1,459800
4,1.75,1,451000
3,3.25,2,2.48E+06
3,2.25,2,525000
2,1,1,250000
5,2,2,475000
4,1.5,1,235000
3,1.5,1,230000
4,1,1.5,581000
3,1,1,415000
3,1,1,522500
3,1.5,1,383000
3,1.75,1,315000
3,2,2,591000
4,2.25,2,750000
3,1.75,1,430000
4,2.5,1.5,712000
3,2.5,1,510000
2,1,1,480000
3,1,1,538000
2,2.75,1,464000
3,2.5,2,476000
3,2,1,349500
3,2.25,2,270000
3,2.5,2,740000
4,2.5,2,395000
3,2.5,2,498000
3,2.5,2,339900
3,2.5,2,539000
3,1,1,400000
3,2.5,1,225000
3,2.25,1.5,330000
3,3,2,1.39E+06
3,2.75,1,490000
4,2.75,1,260000
4,2.5,2,469900
6,1.75,1.5,493000
4,2.25,2,740000
4,1.75,1,148900
2,2.5,2,475000
2,1,1,415000
3,1,1,229500
5,3.75,2,1.36E+06
4,2.5,1,385000
3,2.25,1,230000
2,1,1,425000
2,1,1,189900
2,1,1,238000
4,2.5,1,968060
4,1.5,1,921000
5,1.75,1,380000
1,1,1,285000
4,2.5,2,449000
4,1,1.5,625000
4,2.25,1,318989
3,1.5,2,445000
3,1,1,750000
3,2.5,1,959000
3,2.5,2,330000
2,1.5,2,425000
3,1,1,280000
4,2.5,2,476500
3,2.25,2,556000
4,5.25,2,1.86E+06
4,3.5,2,637000
3,2,1,405000
5,1,1,397000
4,2.75,2,895990
3,2,2,259000
2,1,1,420000
3,2.5,2,518000
3,1.75,1,425000
2,1,1,182500
3,1.5,1.5,549900
3,1.75,1,445000
2,1.75,1,452000
5,1.75,1,715000
3,2.5,2,559000
5,6.25,2,3.30E+06
4,1.75,1,250000
5,4,2,1.23E+06
4,2.25,1,276500
4,2.5,2,440000
6,2.25,1.5,543200
1,1,1,250000
4,2.5,1,625000
3,1,1.5,530100
2,1.75,2,549900
4,1.5,1,430000
3,2.5,2,835000
4,2.75,1,409500
4,2.5,1,329000
4,2.75,1.5,940000
3,2,1.5,539950
4,2.5,1,579950
5,3,1.5,881000
3,1,1.5,362500
2,1,1,243950
4,2.75,2,658000
3,1.5,1,218250
4,2.5,2,655000
3,2,1,255000
3,1,1,215000
3,1.75,1.5,1.27E+06
4,4.75,2.5,2.92E+06
3,2.5,2,424305
4,1.75,1.5,494000
4,2.5,2,560000
3,1,2,130000
4,2.5,1.5,468000
5,3,1,480000
3,1.75,1.5,475000
4,1.75,1,285000
5,3,1,765000
2,1,1,208000
3,2.5,2,372000
2,1,1,470000
5,2.75,1.5,451000
4,1.75,1,442200
4,2.5,2,330000
3,1.75,1,335000
3,2,1,280000
3,1.75,1,625000
3,2.5,2,345000
4,1,1,255950
4,1,1.5,570000
3,1.5,2,685000
3,1.75,1,273148
3,2.5,2,246500
5,2.5,1,349950
4,2,1,545000
3,2.5,3,403000
4,2.5,2,299950
3,2.5,1,792000
5,2.5,1,418000
4,1,1.5,332500
3,2.5,1,337000
2,1,1,212000
2,2.25,2,542000
4,2.5,2,622500
3,1.75,1,260000
3,1.75,1,525000
5,3.5,2,975000
4,1.75,1,1.14E+06
3,1,1,500000
5,2.25,1,554000
4,2.5,2,343000
2,1.75,1,515000
2,1,1,492000
4,3,1,655000
3,2.5,2,290000
4,1.5,2,952500
2,1,1,235000
3,1.5,1,323000
3,2.5,2,1.05E+06
0,0.75,1,265000
2,1,1.5,200000
3,2.25,1,419995
3,3,1,1.50E+06
3,2.5,2,455000
3,3.5,2,660000
3,1,1,319000
3,1.75,1,390000
3,1.5,1,718500
2,1,1,474000
4,2,2,615750
3,2.5,2,551000
3,2.25,1,230000
4,2.5,2,790000
3,2.5,3,1.23E+06
3,2.25,2,325000
4,2.75,2,705000
4,1.75,2,259000
3,1.5,1,306000
3,1,1,315000
3,1,1,392500
4,2.25,2,1.07E+06
2,2.5,3,350500
4,3.5,2,825000
4,1,1.5,235000
3,2,1,650000
4,3,1,675000
4,1,1,265000
2,1,1,822500
3,2.75,2,705000
6,4.75,2.5,2.63E+06
2,1.5,1,685000
4,2,2,630000
4,3.25,2,1.25E+06
4,2.5,1,359000
4,5,2,784500
3,2,2,850000
3,2.5,2,410000
4,1.75,1,252000
5,1.75,1,618000
3,1,1,265000
3,2,1,465000
2,1,1,240000
3,1,1,217000
4,2.25,1.5,415000
2,2,1,274000
5,3,1,420000
4,2.75,1.5,1.06E+06
4,5.25,2,1.42E+06
3,2,1,618500
3,1.5,1,295000
3,2,1,400000
3,2.5,2,595000
4,3,1,1.73E+06
3,1.75,1,261000
5,2.5,1.5,780000
3,1.5,1,589000
3,1.75,1,230000
4,3.5,2.5,690000
4,2.25,2,524000
2,2.5,2,380000
3,1,1,357500
3,2,1,330000
5,1.75,1,635000
9,3,2,934000
2,1.75,2,358500
3,1.5,1,401000
3,2,1,270000
4,2,1,705000
3,2,1,325000
3,1,1,384950
3,1,1,310000
4,2.5,2,829950
3,2.5,2,353000
2,1,1,170500
4,2.5,2,885250
4,3.25,2,2.70E+06
3,1.5,1,245000
3,2.5,3,469000
3,1,1.5,455000
4,2.5,2,305000
7,4.5,1.5,840000
5,3.5,2,905000
3,2,1.5,219200
3,1.5,1,455000
2,1,1,195000
3,1,2,799000
2,1,1,285000
3,1.5,1,300000
2,1,1,83000
2,1,1,220000
2,2.5,2,174500
4,2.5,2,695000
3,1.5,1,255000
5,2.25,1,539000
2,1,1,552700
3,1,1,571500
3,1,1,263700
8,4,3.5,3.30E+06
2,2,2,186950
3,1.75,2,520000
3,1.5,1,358000
2,0.75,1,210000
5,3.75,2,3.65E+06
4,2.25,2,543000
4,2.25,1,330000
3,2,1,529000
1,1,1,295000
3,1,1,365000
3,3,3,473000
3,1,1,403500
3,1.5,1.5,544000
3,1,1.5,621000
3,2.25,2,672600
2,1.75,1,689800
3,1.5,1,613000
4,2.25,2,808000
3,1,1,301000
3,1.75,1,340000
3,1,1,206000
3,1.5,1,550000
2,1,1.5,325000
3,2.5,2,475000
3,1.75,1,432100
3,2,1,359000
3,1,1,490000
4,1.75,1,648360
3,1.75,1,340000
3,2,1,545000
2,0.75,1,115000
3,2.25,1,705640
3,2.25,2,300000
4,2.75,1,1.65E+06
4,3.5,2,1.14E+06
3,1.75,1.5,280000
4,1.75,1,245000
4,1,1.5,564000
3,1.75,1,849000
3,1.75,1,698000
3,1,1,319000
3,3.5,1,1.45E+06
4,3.5,2,695000
4,2.75,1,680000
4,2.25,2,287500
3,3.25,2,465000
3,1,1,335000
4,1.75,1,602000
3,2.5,2,482000
5,1,1.5,220000
4,2,1,206000
4,3,2,1.10E+06
3,2.5,2,491150
4,2.75,1,390000
4,2.5,2,393000
4,2,2,635000
2,1,1,490000
4,3.5,2.5,770000
2,2,1.5,665000
3,1,1,287000
3,1,1,410000
3,2,1,562000
2,2,2,475000
3,3.25,3,387500
5,2,1,580000
3,2.5,2,930000
3,1.75,1,625000
3,2,1,325000
3,1.75,1,235000
2,1,1,450000
4,2.75,1.5,745000
4,2,1,223000
4,1.75,1,630000
3,2.5,3,413450
5,2.75,2,720000
3,1.5,1,339000
4,3.5,1.5,1.12E+06
5,4,2,839000
4,3.25,2,2.95E+06
4,2,1,568000
3,2,1,269000
2,2,1,382000
2,2.25,2,574000
3,2.5,2,405000
3,2.5,1,572000
4,2.25,2,675000
4,1,1.5,165000
4,1,1.5,260000
3,1,1,196000
3,2.5,2,515000
4,3.5,2,810000
4,2.25,2,365650
3,3,2,651000
2,1,1,240000
3,2,1,299000
3,2.5,2,768000
2,1,1,397380
4,3,1,476000
3,1,1,315000
3,2.25,1,240000
2,1,1,325000
3,1.75,2,160000
3,2.5,2,435000
3,1.75,1,427500
5,2.5,1,450000
3,1.5,1.5,688000
4,1,1,285000
3,3.25,3,530000
4,1.75,1,195000
3,1.5,1,250200
3,2.25,1,1.10E+06
3,2.5,2,732500
3,2.25,1,194250
4,2,1,526000
4,2.75,2,520000
3,1.75,1,526000
5,4,2,1.14E+06
2,1,1,202000
4,2.5,2,645500
1,1,1,570000
3,2,1.5,325000
2,1,2,725000
3,1.75,1,192000
2,1,1,560000
5,2.75,1,283450
4,1.75,1,863000
4,2,2,815000
2,1,1,245000
4,3,1,1.32E+06
4,3.5,2,1.16E+06
3,2.5,2,480000
4,2.5,2,600000
2,1,1,329950
4,2.5,2,299500
3,2.5,1,460000
5,3.5,2,515000
3,2.25,3,405000
4,1.5,1.5,483000
4,2.5,2,377000
4,1.75,1,568000
2,1.75,1,355000
4,1.75,1.5,640000
4,1,1,270000
5,3.5,2,559950
4,3,1,515000
4,1.75,1,352000
3,1.75,1,595888
4,2.25,2,588000
4,3.25,1,1.05E+06
3,1.5,2,260000
4,3.5,2,1.60E+06
2,1,1,380000
2,2.5,1,802000
4,3.25,2.5,1.33E+06
4,2.75,2,710000
3,2.5,2,600000
3,1,2,707900
2,1,1,179950
4,2.5,2,683000
3,2,1,222400
2,1.5,1,517000
3,2.75,1,410000
3,1.75,1,480000
3,1.75,1.5,430000
5,1.75,1,439950
4,2.5,2,797500
4,1.5,1.5,379000
1,1,1.5,575000
3,1,1,247500
4,2.75,2,385000
4,1.75,1,423000
3,1.75,1,550000
4,1,1.5,415000
3,2.25,1,693000
2,1,1,543000
5,1.75,1,465000
3,2.5,2,280000
3,1.25,3,1.39E+06
6,3,2,665000
3,1.75,1,237950
4,2.75,1,440000
2,1,1,618000
3,2.25,1.5,572000
3,1.5,1.5,725000
3,1,1,454000
4,1,1.5,535000
3,2.5,1,249000
4,2.75,1,395000
3,2,1,690000
3,1.5,1,526500
4,1.5,2,325000
3,3,2,495000
5,3,2,825000
3,1.5,1.5,383000
3,1.75,1,320000
3,2.5,1,475000
3,2.5,2,275000
2,2.25,1.5,1.15E+06
3,1.75,1,455000
5,1,1,262000
4,1,1,390000
3,2.25,1,300000
3,1.75,1,746300
3,1.5,1,267000
3,2.5,1.5,525000
3,1.75,1,570000
4,2.25,1,360000
3,1,1,1.05E+06
3,2.5,2,699950
4,2.5,1.5,375000
4,1.75,1,625000
2,1,1,464050
5,2.5,1,470000
4,2,1,330000
4,1.75,1,537000
3,2,1,250000
4,2.5,2,835000
4,1,1.5,770000
4,2,1.5,650000
3,1.75,1,335000
3,1.75,1,350000
5,2.75,1,415000
4,2.5,2,788000
4,2.75,1.5,640000
4,2.5,2,388000
6,1.75,1,360000
6,1.75,1,692500
4,1.5,1.5,425000
4,1.5,1.5,645000
3,1,1.5,340000
4,3.25,1,713000
3,2.75,2,430000
3,2.25,1,280000
3,2,1.5,215000
3,2.5,2,306000
3,1,1,299900
5,1.75,1,534000
3,2.75,2,1.16E+06
3,2.5,2,1.17E+06
2,1,1,199990
4,3,1,946000
4,1,1.5,295000
2,1,1,475000
5,3.5,2,750000
4,2.5,2,1.23E+06
3,1,1,183500
2,1,1,450000
3,1,1.5,180000
5,4.5,2,707000
2,0.75,1,230000
3,1,1,192500
3,2.5,2,309000
3,1.5,1,759000
4,3.75,2,1.12E+06
5,1.75,1,462000
4,1.5,1.5,229000
2,2.25,2,399950
5,2,1,325000
2,2.25,3,512000
5,2.75,2,410000
2,1,1,210000
4,2.25,1,325000
3,2.5,1,685000
2,2,1,488000
3,2.25,1,247500
4,2,1,489000
4,1.75,1,725000
3,1.5,1.5,199950
5,3,2,670000
3,2,1,275000
3,1.75,2,1.00E+06
3,2,1.5,255000
3,1.75,1,465000
3,1.75,1,259000
3,3.5,2,695000
3,1.75,1,505000
2,1,1,631500
3,1,1.5,630500
4,2.75,2,999000
3,1.5,1,740000
3,2.5,1.5,650000
2,2,1,554000
3,2.5,1.5,400000
3,2,1,529941
3,1,1.5,310000
3,1,1.5,389000
3,3,2,731781
2,1,1,502501
3,1.75,1,443000
3,2,1,607000
3,3.5,2,2.15E+06
4,2.5,1,585000
3,2.5,2,1.03E+06
3,2.5,2,315000
2,1,1,180000
3,2,1,322500
3,2.75,1,568500
4,2.75,1,813000
5,2.25,1,1.09E+06
4,2,2,424000
2,1,1,235000
3,3.5,2,740000
1,1,1,415000
3,2.75,1,432000
5,3.25,2,1.27E+06
3,1.75,1,676500
2,1,1,419000
3,2.5,2,650000
2,1,1,239000
4,2.5,2,900000
5,1.75,1,330000
3,1.75,1,510000
4,2.5,2,465000
3,2.75,2,1.70E+06
3,2.25,1,490000
5,3,2,2.68E+06
3,2.25,1,1.00E+06
4,2.75,2,469950
3,1.75,1.5,536000
4,2.5,1,244950
3,1,1,575000
5,2.75,1,361000
5,2.25,1,650000
2,1,1,230005
4,2.5,1,293000
3,3,1,445000
4,1.5,1,280000
3,2.25,1,520000
4,3.25,2,780000
3,1.75,1,625000
3,1.75,1,239950
3,1.5,1,335000
3,2.5,2,612000
